,date,recm,rec_price,trgt_price
0,"25 Feb, 2021",BUY,Reco Price 208.65,Target Price 259
1,"14 Feb, 2021",BUY,Reco Price 222.05,Target Price 270
2,"12 Feb, 2021",ACCUMULATE,Reco Price 222.05,Target Price 240
3,"12 Feb, 2021",BUY,Reco Price 222.05,Target Price 270
4,"08 Dec, 2020",BUY,Reco Price 152.63,Target Price 367
