,date,recm,rec_price,trgt_price
0,"24 Mar, 2021",BUY,Reco Price 2444.20,Target Price 3000
1,"21 Jan, 2021",NEUTRAL,Reco Price 2714.65,Target Price 2790
2,"21 Jan, 2021",ACCUMULATE,Reco Price 2714.65,Target Price 2774
3,"21 Jan, 2021",BUY,Reco Price 2714.65,Target Price 3000
4,"21 Jan, 2021",HOLD,Reco Price 2714.65,Target Price 2829
5,"04 Dec, 2020",BUY,Reco Price 2438.75,Target Price 2604
