,date,recm,rec_price,trgt_price
0,"25 Jan, 2021",BUY,Reco Price 720.85,Target Price 1371
1,"25 Jan, 2021",BUY,Reco Price 720.85,Target Price 1039
2,"29 Dec, 2020",BUY,Reco Price 706.35,Target Price 900
