,date,recm,rec_price,trgt_price
0,"25 Mar, 2021",ACCUMULATE,Reco Price 1850.30,Target Price 700
1,"12 Mar, 2021",BUY,Reco Price 1787.05,Target Price 2140
2,"01 Mar, 2021",ACCUMULATE,Reco Price 1732.95,Target Price 1868
3,"28 Feb, 2021",ACCUMULATE,Reco Price 1732.95,Target Price 440
4,"27 Feb, 2021",ACCUMULATE,Reco Price 1732.95,"Target Price 17,364"
5,"25 Feb, 2021",ACCUMULATE,Reco Price 1801.60,Target Price 995
