,date,recm,rec_price,trgt_price
0,"30 Apr, 2021",BUY,Reco Price 453.10,Target Price 550
1,"10 Mar, 2021",BUY,Reco Price 364.80,Target Price 450
2,"31 Jan, 2021",BUY,Reco Price 345.20,Target Price 426
3,"30 Jan, 2021",BUY,Reco Price 345.20,Target Price 440
4,"30 Jan, 2021",BUY,Reco Price 345.20,Target Price 470
5,"29 Jan, 2021",BUY,Reco Price 345.20,Target Price 410
