,date,recm,rec_price,trgt_price
0,"09 Feb, 2021",BUY,Reco Price 110.60,Target Price 175
1,"08 Feb, 2021",BUY,Reco Price 104.35,Target Price 145
2,"08 Feb, 2021",HOLD,Reco Price 104.35,Target Price 110
3,"08 Feb, 2021",BUY,Reco Price 104.35,Target Price 147
4,"08 Feb, 2021",BUY,Reco Price 104.35,Target Price 125
5,"08 Feb, 2021",BUY,Reco Price 104.35,Target Price 160
