,date,recm,rec_price,trgt_price
0,"03 May, 2021",BUY,Reco Price 913.95,Target Price 1100
1,"17 Feb, 2021",BUY,Reco Price 1032.60,Target Price 1195
2,"16 Feb, 2021",BUY,Reco Price 1058.65,Target Price 1340
3,"01 Feb, 2021",BUY,Reco Price 971.10,Target Price 1050
4,"31 Jan, 2021",BUY,Reco Price 846.25,Target Price 1026
5,"30 Jan, 2021",ACCUMULATE,Reco Price 846.25,Target Price 940
