,0,1,2,3,4,5,6
0,Profit & Loss account of ABB India (in Rs. Cr.),Dec 20,Dec 19,Dec 18,Dec 17,Dec 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],5757.17,7229.00,6613.36,6211.49,9056.87,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,193.76,541.31,
5,Revenue From Operations [Net],5757.17,7229.00,6613.36,6017.73,8515.56,
6,Total Operating Revenues,5820.95,7315.06,6690.12,6093.73,8648.37,
7,Other Income,106.87,94.31,84.01,77.73,65.27,
8,Total Revenue,5927.82,7409.37,6774.13,6171.46,8713.64,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,3227.94,4194.97,3755.62,3481.15,4641.36,
11,Operating And Direct Expenses,164.56,221.88,226.30,312.26,507.69,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",21.28,-26.73,-50.38,-42.51,66.64,
13,Employee Benefit Expenses,568.01,579.62,529.50,518.68,767.82,
14,Finance Costs,16.87,21.36,53.90,57.24,84.92,
15,Depreciation And Amortisation Expenses,120.36,90.40,92.76,101.23,150.95,
16,Other Expenses,1106.56,1343.15,1189.18,1057.51,1516.62,
17,Total Expenses,5682.24,6895.67,6378.99,5837.63,8137.59,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",245.58,513.70,395.14,333.83,576.05,
19,Exceptional Items,58.79,-69.70,0.00,0.00,0.00,
20,Profit/Loss Before Tax,304.37,444.00,395.14,333.83,576.05,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,74.34,130.32,139.65,96.44,229.20,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,2.22,11.45,1.30,11.91,-29.40,
25,Tax For Earlier Years,-2.63,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,73.93,141.77,140.95,108.35,199.80,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,230.44,302.23,254.19,225.48,376.25,
28,Profit/Loss From Continuing Operations,230.44,302.23,254.19,225.48,376.25,
29,Profit/Loss For The Period,219.22,303.40,510.89,419.95,376.25,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),10.34,14.32,24.11,19.82,17.76,
33,Diluted EPS (Rs.),10.34,14.32,24.11,19.82,17.76,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,2068.16,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,1582.40,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,101.72,101.72,93.24,84.76,84.76,
42,Tax On Dividend,0.00,20.91,19.17,17.26,17.26,
43,Equity Dividend Rate (%),250.00,240.00,240.00,220.00,200.00,
