,0,1,2,3,4,5,6
0,Profit & Loss account of Minda Industries (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3129.32,3442.64,1881.85,1786.52,1590.46,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,46.72,165.66,143.11,
5,Revenue From Operations [Net],3129.32,3442.64,1835.13,1620.86,1447.36,
6,Total Operating Revenues,3174.94,3492.99,1857.08,1639.29,1468.74,
7,Other Income,62.85,50.48,38.39,24.81,22.38,
8,Total Revenue,3237.79,3543.47,1895.47,1664.10,1491.12,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1588.15,1977.02,1178.32,1053.78,965.26,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-17.95,-14.11,-9.06,1.78,-3.35,
13,Employee Benefit Expenses,428.87,415.18,254.23,216.41,186.44,
14,Finance Costs,45.94,29.61,6.82,14.00,10.22,
15,Depreciation And Amortisation Expenses,137.35,102.20,52.52,51.12,52.78,
16,Other Expenses,419.67,446.48,242.55,208.55,177.97,
17,Total Expenses,3074.82,3291.61,1725.38,1545.84,1392.27,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",162.97,251.86,170.09,118.26,98.85,
19,Exceptional Items,-22.36,0.00,5.49,0.00,0.00,
20,Profit/Loss Before Tax,140.61,251.86,175.58,118.26,98.85,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,26.83,55.77,40.74,26.61,19.93,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,-1.65,
24,Deferred Tax,6.73,8.28,-0.99,-2.31,-2.11,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,33.56,64.05,39.75,24.30,19.47,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,107.05,187.81,135.83,93.96,79.38,
28,Profit/Loss From Continuing Operations,107.05,187.81,135.83,93.96,79.38,
29,Profit/Loss For The Period,107.05,187.81,135.83,93.96,79.38,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),4.08,7.17,15.72,11.83,49.96,
33,Diluted EPS (Rs.),4.08,7.17,15.67,11.77,49.96,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,67.67,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,897.59,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.73,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,29.41,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,10.49,11.80,19.01,15.87,11.11,
42,Tax On Dividend,5.42,5.10,3.17,1.28,2.28,
43,Equity Dividend Rate (%),20.00,55.00,140.00,110.00,70.00,
