,0,1,2,3,4,5,6
0,Profit & Loss account of Karur Vysya Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Interest / Discount on Advances / Bills,4453.54,4665.06,4596.38,4420.81,4401.69,
4,Income from Investments,941.79,1149.67,1150.59,1122.93,1106.04,
5,Interest on Balance with RBI and Other Inter-Bank funds,68.29,140.76,42.90,77.21,87.77,
6,Others,6.80,34.50,25.95,78.70,26.86,
7,Total Interest Earned,5470.42,5989.99,5815.82,5699.65,5622.35,
8,Other Income,1056.65,1154.62,962.77,899.93,782.22,
9,Total Income,6527.07,7144.60,6778.59,6599.59,6404.57,
10,EXPENDITURE,,,,,,
11,Interest Expended,3110.91,3642.04,3453.00,3401.54,3548.65,
12,Payments to and Provisions for Employees,1153.68,856.65,761.17,639.08,607.96,
13,Depreciation,0.00,118.88,101.22,17.41,85.89,
14,Operating Expenses (excludes Employee Cost & Depreciation),833.15,766.18,752.42,764.23,591.10,
15,Total Operating Expenses,1986.83,1741.71,1614.81,1420.72,1284.95,
16,Provision Towards Income Tax,174.98,97.44,85.71,206.71,394.88,
17,Provision Towards Deferred Tax,0.00,-60.28,25.65,-48.74,-117.39,
18,Other Provisions and Contingencies,894.96,1488.66,1388.55,1273.68,687.49,
19,Total Provisions and Contingencies,1069.94,1525.82,1499.91,1431.65,964.98,
20,Total Expenditure,6167.68,6909.58,6567.72,6253.91,5798.58,
21,Net Profit / Loss for The Year,359.39,235.02,210.87,345.67,605.98,
22,Net Profit / Loss After EI & Prior Year Items,359.39,235.02,210.87,345.67,605.98,
23,Profit / Loss Brought Forward,0.00,59.57,54.26,193.31,2.20,
24,Total Profit / Loss available for Appropriations,0.00,294.59,265.12,538.98,608.18,
25,APPROPRIATIONS,,,,,,
26,Transfer To / From Statutory Reserve,0.00,58.76,52.80,87.00,152.00,
27,Transfer To / From Capital Reserve,0.00,132.04,22.17,12.05,73.87,
28,Transfer To / From Revenue And Other Reserves,0.00,0.00,22.50,160.00,164.00,
29,Dividend and Dividend Tax for The Previous Year,0.00,57.82,0.00,0.00,0.00,
30,Equity Share Dividend,0.00,0.00,52.56,43.59,0.00,
31,Tax On Dividend,0.00,0.00,0.00,147.09,0.00,
32,Balance Carried Over To Balance Sheet,0.00,1.74,59.57,54.26,193.31,
33,Total Appropriations,0.00,294.59,265.12,538.98,608.18,
34,OTHER INFORMATION,,,,,,
35,EARNINGS PER SHARE,,,,,,
36,Basic EPS (Rs.),4.50,2.94,2.64,4.98,9.95,
37,Diluted EPS (Rs.),4.50,2.94,2.64,4.98,9.95,
38,DIVIDEND PERCENTAGE,,,,,,
39,Equity Dividend Rate (%),25.00,0.00,30.00,30.00,130.00,
