,0,1,2,3,4,5,6
0,Profit & Loss account of Bata India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],3051.62,2926.40,2634.90,2495.67,2450.16,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,7.05,30.08,33.21,
5,Revenue From Operations [Net],3051.62,2926.40,2627.86,2465.59,2416.95,
6,Total Operating Revenues,3053.45,2928.44,2629.27,2467.16,2418.05,
7,Other Income,68.84,68.54,50.84,46.65,30.08,
8,Total Revenue,3122.29,2996.99,2680.12,2513.81,2448.14,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,256.96,280.72,269.52,291.42,302.79,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-34.27,-82.52,-57.90,-26.35,13.61,
13,Employee Benefit Expenses,376.42,331.08,295.38,272.70,262.69,
14,Finance Costs,117.74,3.55,4.20,4.03,1.72,
15,Depreciation And Amortisation Expenses,295.77,64.02,60.42,65.01,75.25,
16,Other Expenses,550.98,835.75,784.25,763.95,728.75,
17,Total Expenses,2637.22,2518.72,2340.10,2258.56,2224.43,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",485.08,478.27,340.01,255.24,223.71,
19,Exceptional Items,0.00,0.00,0.00,-21.67,74.71,
20,Profit/Loss Before Tax,485.08,478.27,340.01,233.58,298.42,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,116.79,172.92,121.40,92.47,92.75,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,41.15,-4.39,-4.96,-11.36,-13.08,
25,Tax For Earlier Years,0.23,-19.93,0.00,-6.28,0.00,
26,Total Tax Expenses,158.16,148.61,116.44,74.83,79.67,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,326.92,329.66,223.58,158.75,218.75,
28,Profit/Loss From Continuing Operations,326.92,329.66,223.58,158.75,218.75,
29,Profit/Loss For The Period,326.92,329.66,223.58,158.75,218.75,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),25.44,25.65,17.40,12.35,17.02,
33,Diluted EPS (Rs.),25.44,25.65,17.40,12.35,17.02,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,5.68,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,297.11,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.13,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,2.97,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,80.33,51.41,44.99,44.99,44.99,
42,Tax On Dividend,16.51,10.57,9.16,9.16,10.55,
43,Equity Dividend Rate (%),80.00,125.00,80.00,70.00,70.00,
