,0,1,2,3,4,5,6
0,Profit & Loss account of Mishra Dhatu Nigam Ltd. (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],708.85,703.19,662.09,808.60,760.28,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,4.39,36.43,44.95,
5,Revenue From Operations [Net],708.85,703.19,657.71,772.17,715.33,
6,Total Operating Revenues,712.88,710.85,661.69,773.28,716.50,
7,Other Income,36.44,36.90,29.20,23.38,29.00,
8,Total Revenue,749.31,747.74,690.89,796.66,745.50,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,376.61,292.76,153.55,193.83,244.91,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-257.23,-103.99,-35.99,77.64,37.97,
13,Employee Benefit Expenses,123.48,108.41,128.29,109.29,90.74,
14,Finance Costs,5.92,6.36,8.56,4.68,4.19,
15,Depreciation And Amortisation Expenses,26.11,23.20,19.64,17.66,14.07,
16,Other Expenses,272.34,229.95,224.96,207.22,191.80,
17,Total Expenses,547.23,556.69,499.02,610.31,583.66,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",202.09,191.05,191.87,186.35,161.85,
19,Exceptional Items,0.00,0.00,6.38,0.00,0.00,
20,Profit/Loss Before Tax,202.09,191.05,198.25,186.35,161.85,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,50.73,49.35,59.86,62.06,38.08,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,2.17,
24,Deferred Tax,-8.57,11.16,8.20,-2.21,7.90,
25,Tax For Earlier Years,0.19,-0.02,-1.07,0.18,-1.34,
26,Total Tax Expenses,42.35,60.49,66.99,60.04,42.48,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,159.73,130.56,131.26,126.31,119.37,
28,Profit/Loss From Continuing Operations,159.73,130.56,131.26,126.31,119.37,
29,Profit/Loss For The Period,159.73,130.56,131.26,126.31,119.37,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),8.53,6.97,7.01,6.74,6.37,
33,Diluted EPS (Rs.),8.53,6.97,7.01,6.74,6.37,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,28.29,70.81,37.89,35.41,33.47,
42,Tax On Dividend,5.81,14.56,7.71,7.21,6.81,
43,Equity Dividend Rate (%),26.00,22.00,21.00,0.00,18.00,
