,date,transc,name,qty,price,traded_pc
0,"30 Dec, 2020",Purchase,SEGANTII INDIA MAURITIUS,Qty 14476000,Price 33.5,% Traded 0.14
1,"30 Dec, 2020",Sell,SOCIETE GENERALE,Qty 14476000,Price 33.5,% Traded 0.14
