,date,transc,name,qty,price,traded_pc
0,"26 Mar, 2018",Purchase,MEMG FAMILY OFFICE,Qty 400000,Price 1055,% Traded 0.27
1,"26 Mar, 2018",Sell,Ramdas  Pai,Qty 400000,Price 1055,% Traded 0.27
2,"22 Mar, 2018",Purchase,MEMG FAMILY OFFICE,Qty 1000000,Price 1023,% Traded 0.68
3,"22 Mar, 2018",Sell,Ramdas  Pai,Qty 1000000,Price 1023,% Traded 0.68
