,date,transc,name,qty,price,traded_pc
0,"18 Mar, 2021",Purchase,JHUNJHUNWALA RAKESH,Qty 8600000,Price 184.65,% Traded 1.14
1,"18 Mar, 2021",Sell,RARE ENTERPRISES,Qty 8600000,Price 184.65,% Traded 1.14
2,"17 Mar, 2021",Purchase,RAKESH RADHEYSHYAM JHUNJHUNWALA,Qty 1400000,Price 193.85,% Traded 0.19
3,"17 Mar, 2021",Sell,RARE ENTERPRISES,Qty 1400000,Price 193.85,% Traded 0.19
4,"11 Jan, 2021",Purchase,RAKESH JHUNJHUNWALA,Qty 5000000,Price 179.4,% Traded 0.66
5,"11 Jan, 2021",Sell,RARE ENTERPRISES,Qty 5000000,Price 179.4,% Traded 0.66
6,"12 Dec, 2017",Purchase,SOCIETE GENERALE,Qty 11372987,Price 137.75,% Traded 1.51
7,"12 Dec, 2017",Sell,MORGAN STANLEY FRANCE SAS,Qty 11372987,Price 137.75,% Traded 1.51
