,date,transc,name,qty,price,traded_pc
0,"21 Aug, 2020",Purchase,ICICI PRUDENTIAL MUTUAL FUND,Qty 950000,Price 430.05,% Traded 1.37
1,"21 Aug, 2020",Sell,ROHIT KISHOR RATHI,Qty 950000,Price 430.05,% Traded 1.37
2,"14 Feb, 2020",Purchase,AXIS MUTUAL FUND,Qty 500000,Price 455,% Traded 0.72
3,"14 Feb, 2020",Purchase,AXIS MUTUAL FUND,Qty 500000,Price 455,% Traded 0.72
4,"14 Feb, 2020",Sell,KISHOR LAXMINARAYAN RATHI,Qty 500000,Price 455,% Traded 0.72
5,"14 Feb, 2020",Sell,ROHIT KISHOR RATHI,Qty 500000,Price 455,% Traded 0.72
