,date,transc,name,qty,price,traded_pc
0,"30 Aug, 2019",Purchase,AUGUSTA INVESTMENTS I PTE LTD,Qty 7341668,Price 108.05,% Traded 1.89
1,"30 Aug, 2019",Purchase,AUGUSTA INVESTMENTS I PTE LTD,Qty 3210732,Price 108.05,% Traded 0.82
2,"30 Aug, 2019",Sell,STANDARD CHARTERED PRIVATE EQUITY (MAURITIUS) III LIMITED,Qty 7341668,Price 108.05,% Traded 1.89
3,"30 Aug, 2019",Sell,STANDARD CHARTERED PRIVATE EQUITY (MAURITIUS) LIMITED,Qty 3210732,Price 108.05,% Traded 0.82
4,"04 Apr, 2019",Purchase,STANDARD CHARTERED PRIVATE EQUITY MAURITIUS LIMITED,Qty 4557135,Price 97,% Traded 1.17
5,"04 Apr, 2019",Sell,STANDARD CHARTERED PRIVATE EQUITY MAURITIUS LIMITED,Qty 4557135,Price 97,% Traded 1.17
6,"06 Jul, 2017",Purchase,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,Qty 11950000,Price 125,% Traded 3.07
7,"06 Jul, 2017",Purchase,RELIANCE MUTUAL FUND,Qty 7000000,Price 125,% Traded 1.80
