,date,transc,name,qty,price,traded_pc
0,"13 Apr, 2021",Purchase,HARIMOHAN BANGUR,Qty 580681,Price 578,% Traded 0.11
1,"13 Apr, 2021",Sell,DIGVIJAY FINLEASE LIMITED,Qty 580681,Price 578,% Traded 0.11
2,"15 Feb, 2016",Purchase,NEW INDIA INVESTMENT TRUST PLC,Qty 2186640,Price 267.85,% Traded 0.41
3,"15 Feb, 2016",Sell,NEW INDIA INVESTMENT COMPANY MAURITIUS LIMITED,Qty 2186640,Price 267.85,% Traded 0.41
