,date,transc,name,qty,price,traded_pc
0,"11 Dec, 2017",Purchase,SOCIETE GENERALE,Qty 733958,Price 328.4,% Traded 0.10
1,"11 Dec, 2017",Purchase,SOCIETE GENERALE,Qty 372662,Price 328.4,% Traded 0.05
2,"11 Dec, 2017",Sell,MORGAN STANLEY MAURITIUS COMPANY LIMITED,Qty 733958,Price 328.4,% Traded 0.10
3,"11 Dec, 2017",Sell,MORGAN STANLEY FRANCE SAS,Qty 372662,Price 328.4,% Traded 0.05
