,date,transc,name,qty,price,traded_pc
0,"04 Jun, 2018",Purchase,AL MEHWAR COMMERCIAL INVSTMENTS LLC WHITING,Qty 128500,Price 836,% Traded 0.08
1,"04 Jun, 2018",Sell,ABU DHABI INVESTMENT COUNCIL WHITING,Qty 128500,Price 836,% Traded 0.08
2,"06 Sep, 2013",Purchase,LIMITED PARTEEK FINANCE &amp; INVESTMENT COMPANY,Qty 900000,Price 133.4,% Traded 0.59
3,"06 Sep, 2013",Sell,SINGHAL MADHU,Qty 900000,Price 133.4,% Traded 0.59
