,date,transc,name,qty,price,traded_pc
0,"28 Sep, 2018",Purchase,MONTAGE ENTERPRISES P LTD,Qty 492056,Price 300,% Traded 0.68
1,"28 Sep, 2018",Sell,KOTHARI PRODUCTS LIMITED,Qty 492056,Price 300,% Traded 0.68
2,"28 Mar, 2017",Purchase,ASHOK KUMAR CHATURVEDI HUF,Qty 818000,Price 271,% Traded 1.13
3,"28 Mar, 2017",Sell,CHATURVEDI RASHMI,Qty 486000,Price 271,% Traded 0.67
4,"28 Mar, 2017",Sell,CHATURVEDI ASHOK KUMAR,Qty 332000,Price 271,% Traded 0.46
5,"22 Mar, 2017",Purchase,ASHOK KUMAR CHATURVEDI HUF,Qty 860000,Price 286,% Traded 1.19
6,"22 Mar, 2017",Sell,CHATURVEDI ASHOK KUMAR,Qty 430000,Price 286,% Traded 0.60
7,"22 Mar, 2017",Sell,CHATURVEDI RASHMI,Qty 430000,Price 286,% Traded 0.60
