,date,transc,name,qty,price,traded_pc
0,"23 Mar, 2017",Purchase,UJJWALA AKSHAYPAT SINGHANIA,Qty 557368,Price 660,% Traded 0.84
1,"23 Mar, 2017",Sell,AESS & SONS,Qty 557368,Price 660,% Traded 0.84
