,date,transc,name,qty,price,traded_pc
0,"18 Dec, 2020",Purchase,ROHAN GUPTA,Qty 1125000,Price 770,% Traded 0.90
1,"18 Dec, 2020",Sell,APL INFRASTRUCTURE PVT. LTD.,Qty 1125000,Price 770,% Traded 0.90
2,"23 Mar, 2017",Purchase,VEERA GUPTA,Qty 750000,Price 1102,% Traded 0.60
3,"23 Mar, 2017",Sell,ASHOK KUMAR GUPTA,Qty 750000,Price 1102,% Traded 0.60
