,date,transc,name,qty,price,traded_pc
0,"31 Mar, 2021",Purchase,RAMCO INDUSTRIES LTD,Qty 134825,Price 986,% Traded 0.06
1,"31 Mar, 2021",Sell,THE RAMARAJU SURGICAL COTTON MILLS LIMITED,Qty 134825,Price 986,% Traded 0.06
2,"09 Feb, 2021",Purchase,RAMCO INDUSTRIES LTD,Qty 176000,Price 931,% Traded 0.07
3,"09 Feb, 2021",Sell,THE RAMARAJU SURGICAL COTTON MILLS LIMITED,Qty 176000,Price 931,% Traded 0.07
4,"28 Aug, 2018",Purchase,RAJAPALAYAM MILLS LTD,Qty 160000,Price 676,% Traded 0.07
5,"28 Aug, 2018",Purchase,RAMCO INDUSTRIES LTD,Qty 148000,Price 676,% Traded 0.06
6,"28 Aug, 2018",Sell,SRI VISHNU SHANKAR MILL LIMITED,Qty 160000,Price 676,% Traded 0.07
7,"28 Aug, 2018",Sell,SRI VISHNU SHANKAR MILL LIMITED,Qty 148000,Price 676,% Traded 0.06
