,date,transc,name,qty,price,traded_pc
0,"11 Dec, 2017",Purchase,SOCIETE GENERALE,Qty 7331990,Price 260.4,% Traded 0.41
1,"11 Dec, 2017",Sell,MORGAN STANLEY FRANCE SAS,Qty 7331990,Price 260.4,% Traded 0.41
