,date,transc,name,qty,price,traded_pc
0,"20 Mar, 2018",Purchase,DILJIT BROKING & INFRA LLP,Qty 9000000,Price 20.6,% Traded 0.47
1,"20 Mar, 2018",Sell,SANJEET MOTOR FINANCE PRIVATE LIMITED,Qty 9000000,Price 20.6,% Traded 0.47
