,date,transc,name,qty,price,traded_pc
0,"28 Feb, 2020",Purchase,RELAY BV,Qty 5075000,Price 693.25,% Traded 0.70
1,"28 Feb, 2020",Sell,RECOVERY OFFICER I DRT II,Qty 5075000,Price 693.25,% Traded 0.70
2,"20 Aug, 2019",Purchase,RELAY BV,Qty 3310515,Price 591.95,% Traded 0.46
3,"20 Aug, 2019",Sell,RECOVERY OFFICER I DRT II,Qty 3310515,Price 591.95,% Traded 0.46
4,"21 Aug, 2018",Purchase,SOCIETE GENERALE,Qty 1304639,Price 629,% Traded 0.18
5,"21 Aug, 2018",Sell,DEUTSCHE SECURITIES MAURITIUS LIMITED,Qty 1304639,Price 629,% Traded 0.18
6,"08 Dec, 2017",Purchase,SOCIETE GENERALE,Qty 212477,Price 3387,% Traded 0.03
7,"08 Dec, 2017",Purchase,SOCIETE GENERALE,Qty 187299,Price 3387,% Traded 0.03
