,date,transc,name,qty,price,traded_pc
0,"31 Mar, 2016",Purchase,GOPIKISHAN SHIVKISHAN DAMANI,Qty 650000,Price 84.75,% Traded 0.21
1,"31 Mar, 2016",Sell,DERIVE INVESTMENTS,Qty 650000,Price 84.75,% Traded 0.21
2,"05 Jul, 2012",Purchase,M/s.Prince Holdings(Madras) Pvt Ltd,Qty 7600000,Price 86,% Traded 2.45
3,"05 Jul, 2012",Sell,ASPDIN LIMITED,Qty 7600000,Price 86,% Traded 2.45
4,"14 Sep, 2007",Purchase,PRINCE HOLDINGS MADRAS PVT LTD,Qty 6400000,Price 273,% Traded 2.07
5,"14 Sep, 2007",Purchase,ANNA INVESTMENTS PVT LTD,Qty 486625,Price 273,% Traded 0.16
6,"14 Sep, 2007",Sell,STARGATE INVESTMENTS LTD,Qty 6886625,Price 273,% Traded 2.22
7,"22 Mar, 2006",Purchase,ASIA DEBT MANAGEMENT HK LTD,Qty 2050000,Price 163.3,% Traded 0.66
