,date,transc,name,qty,price,traded_pc
0,"01 Nov, 2017",Purchase,JAY STREET INVESTMENT ADVISORS PRIVATE LIMITED .,Qty 1000000,Price 147.5,% Traded 0.17
1,"01 Nov, 2017",Sell,DUANE PARK PRIVATE LIMITED,Qty 1000000,Price 147.5,% Traded 0.17
