,0,1,2,3,4,5,6,7
367,Prism Johnson,136.90,5.31,133567,136.20,136.50,10.00,8.00
368,Procter&Gamble,5840.00,-0.40,619,5848.70,5869.00,4.00,2.00
369,PTC India,91.80,0.55,140721,91.80,92.30,45.00,50.00
370,PVR,1353.00,2.26,173107,1353.00,1353.00,85.00,1.00
371,Quess Corp,713.80,2.54,18163,713.80,713.80,2.00,6.00
372,Radico Khaitan,645.75,2.69,102329,645.75,645.75,10.00,930.00
373,Rail Vikas,29.80,0.34,672318,29.70,29.80,3418.00,1607.00
374,Rain Industries,180.55,1.26,193071,180.90,181.00,20.00,100.00
375,Rajesh Exports,524.45,-0.09,42731,524.45,524.45,208.00,52.00
376,Rallis India,318.90,2.62,93386,318.00,318.90,63.00,98.00
377,Ramco Cements,984.00,1.62,18516,985.40,985.40,1.00,1.00
378,Rashtriya Chem,82.30,0.61,529433,82.05,82.30,444.00,204.00
379,Ratnamani Metal,2006.10,2.97,15526,2006.10,2035.00,41.00,10.00
380,Raymond,395.50,2.61,135356,395.50,395.80,12.00,30.00
381,RBL Bank,218.70,-1.35,694985,218.50,218.70,39.00,1912.00
382,REC,147.75,-0.30,64453,147.70,148.50,150.00,100.00
383,Redington,241.70,1.00,69938,240.75,242.00,45.00,31.00
384,Relaxo Footwear,1080.90,1.79,14124,1079.00,1079.25,6.00,4.00
385,Reliance,2209.25,0.36,760173,2207.00,2209.25,106.00,333.00
386,Responsive Ind,147.50,-0.71,11653,148.00,148.90,233.00,75.00
387,RITES,247.85,1.18,38243,247.85,247.95,40.00,139.00
388,S H Kelkar,157.95,0.38,21080,156.90,159.90,2.00,25.00
389,SAIL,122.35,0.41,1771373,122.35,122.35,2355.00,100.00
390,Sanofi India,7783.20,0.07,611,7738.00,7768.65,1.00,1.00
391,SBI,439.65,0.56,1776953,438.85,439.45,5.00,29.00
392,SBI Card,1050.45,-0.42,64165,1050.45,1051.30,299.00,18.00
393,SBI Life Insura,987.10,0.28,41274,987.10,987.90,181.00,10.00
394,Schaeffler Ind,5192.75,-0.54,273,5138.80,5225.00,1.00,9.00
395,Schneider Infra,123.25,-2.61,93738,123.25,123.50,577.00,5.00
396,Sequent Scienti,264.20,-0.36,86457,263.70,264.20,1.00,26.00
397,Sheela Foam,2041.95,0.32,365,2015.00,2080.00,10.00,6.00
398,Shilpa,549.80,4.96,3649115,549.80,552.00,2923.00,18.00
399,Shipping Corp,115.65,1.36,304182,115.65,115.65,50.00,100.00
400,Shoppers Stop,238.60,3.54,81614,238.60,239.95,116.00,475.00
401,Shree Cements,28301.05,1.52,1239,28348.45,28400.00,2.00,1.00
402,Shriram City,1660.40,0.30,2551,1656.00,1671.00,1.00,1.00
403,Shriram Trans,1417.55,-0.94,59846,1417.55,1417.55,1.00,38.00
404,Siemens,2136.15,2.23,30392,2136.10,2155.00,45.00,200.00
405,SIS,442.50,1.61,6300,442.50,445.00,46.00,17.00
406,SJVN,27.60,-0.54,342783,27.55,27.60,100.00,7106.00
407,SKF India,2413.00,1.46,1819,2414.00,2423.00,50.00,2.00
408,Sobha,512.65,2.12,103566,510.35,513.75,100.00,10.00
409,Solar Ind,1578.90,-1.29,17262,1578.90,1592.00,365.00,25.00
410,SOLARA ACTIVE P,1751.90,-0.21,7447,1743.90,1748.15,1.00,8.00
411,Sonata,673.00,-0.53,25688,679.70,686.00,100.00,295.00
412,South Ind Bk,10.31,0.29,3139175,10.31,10.31,992.00,5.00
413,Spandana Sphoor,684.50,19.99,110355,684.50,0.00,9363.00,0.00
414,SpiceJet,77.85,2.43,658148,77.85,77.85,554.00,299.00
415,SRF,6586.20,0.88,4172,6586.20,6584.90,9.00,1.00
416,Star Cement,109.45,-0.50,26306,109.50,109.90,41.00,4300.00
417,Sterling & Wils,240.45,2.73,310463,240.45,240.00,1259.00,108.00
418,Sterlite Techno,254.05,-0.22,37129,254.10,254.20,50.00,72.00
419,Strides Pharma,783.75,3.36,78243,781.05,783.75,50.00,7.00
420,Sudarshan Chem,688.70,3.57,89663,688.70,689.00,108.00,135.00
421,SUMITOMO,365.00,0.52,115591,365.00,365.00,18.00,204.00
422,Sun Pharma,675.50,-0.32,322787,675.50,675.50,109.00,165.00
423,Sun Pharma Adv,227.50,0.89,300566,226.00,227.80,20.00,1060.00
424,Sun TV Network,526.00,0.35,70094,526.00,526.00,49.00,151.00
425,Sundram,780.10,-0.59,4459,787.05,791.00,100.00,5.00
426,Sunteck Realty,300.50,3.53,172172,300.05,300.50,10.00,75.00
427,Suprajit Eng,281.00,2.97,18333,280.00,283.45,1.00,105.00
428,Supreme Ind,2260.00,-0.19,8557,2259.70,2265.80,1.00,1.00
429,Suven Pharma,518.00,0.35,7918,517.00,519.65,2.00,1.00
430,Suzlon Energy,7.04,9.66,41562454,7.06,0.00,2093483.00,0.00
431,Swan Energy,136.30,0.18,42649,135.75,136.60,2.00,23.00
432,Symphony,1076.00,0.55,9610,1073.00,1076.00,3.00,98.00
433,Syngene Intl,589.00,0.28,25247,589.00,592.00,66.00,208.00
434,Tanla Platforms,901.00,1.46,19198,896.55,902.00,503.00,10.00
435,Tasty Bite,15687.30,-0.14,67,15520.50,15690.00,2.00,1.00
436,Tata Chemicals,727.65,2.24,217150,727.65,727.65,16.00,62.00
437,Tata Coffee,176.70,1.52,309039,176.70,176.70,39.00,71.00
438,Tata Comm,1121.05,-1.33,15366,1121.05,1121.05,26.00,1.00
439,TATA Cons. Prod,678.00,0.70,90291,678.00,679.85,25.00,1.00
440,Tata Elxsi,3572.35,-0.53,5720,3565.00,3570.65,2.00,25.00
441,Tata Inv Corp,1088.05,2.74,11226,1088.60,1093.00,15.00,1.00
442,Tata Metaliks,1068.55,0.61,34689,1064.00,1064.00,500.00,250.00
443,Tata Motors,325.45,0.76,2157151,324.40,324.50,85.00,2158.00
444,Tata Power,108.55,0.46,2544961,108.55,108.55,133.00,1966.00
445,Tata Steel,1121.70,-0.16,415095,1118.00,1118.50,136.00,70.00
446,TCI Express,1484.80,-2.88,11793,1484.80,1484.80,5.00,5.00
447,TCNS Clothing C,540.00,0.40,3735,537.80,545.30,1.00,30.00
448,TCS,3141.45,0.39,42074,3141.65,3145.00,22.00,36.00
449,TeamLease Ser.,3447.50,-0.02,110,3445.95,3490.00,1.00,10.00
450,Tech Mahindra,1013.90,-0.30,45930,1013.90,1018.00,2.00,10.00
451,Thermax,1502.60,5.46,12982,1499.00,1502.60,1.00,4.00
452,Thyrocare Techn,1045.80,-0.90,6297,1043.00,1051.00,10.00,1.00
453,Time Techno,86.15,1.12,190287,86.10,86.50,173.00,250.00
454,Timken,1327.25,1.37,2196,1322.00,1328.70,11.00,9.00
455,Titan Company,1691.00,6.69,377433,1691.00,1694.00,3798.00,5.00
456,TML-D,148.85,0.74,104371,148.50,148.85,100.00,58.00
457,Torrent Pharma,2775.15,-0.69,4278,2776.15,2783.65,5.00,10.00
458,Torrent Power,437.65,0.56,101480,437.00,442.50,2.00,50.00
459,Trent,853.15,0.01,14756,847.00,857.10,100.00,2.00
460,Trident,16.10,0.63,2030347,16.10,16.10,7444.00,632.00
461,Triveni Turbine,113.35,-1.78,106756,113.25,114.45,500.00,80.00
462,TTK Prestige,8833.00,-1.07,1211,8801.30,8850.10,1.00,2.00
463,Tube Investment,1194.85,0.89,31369,1186.20,1195.00,1.00,5.00
464,TV TodayNetwork,314.00,2.80,9828,313.70,315.00,100.00,421.00
465,TV18 Broadcast,41.80,-0.12,437399,41.80,41.80,530.00,200.00
466,TVS Motor,622.75,1.06,86653,620.00,624.00,5.00,100.00
467,TVS Srichakra,1998.00,0.65,627,1969.45,1998.00,1.00,8.00
468,UCO Bank,13.41,-0.22,1344375,13.38,13.41,2000.00,4000.00
469,Uflex,440.35,-1.73,20184,439.60,445.00,260.00,51.00
470,Ujjivan Financi,216.00,1.03,26781,215.00,215.60,34.00,24.00
471,Ujjivan Small,30.10,2.56,943472,29.55,30.10,250.00,2649.00
472,UltraTechCement,6600.00,0.11,5564,6600.00,6635.80,11.00,8.00
473,Union Bank,35.40,0.43,2675554,35.40,35.40,8590.00,870.00
474,United Brewerie,1262.80,1.44,14443,1254.95,1265.00,10.00,10.00
475,UPL,840.05,0.32,190108,838.00,840.00,20.00,31.00
476,V-Guard Ind,259.70,-2.35,135722,259.50,259.70,50.00,104.00
477,V-Mart Retail,2780.00,-0.25,1021,2778.95,2787.00,3.00,1.00
478,Vaibhav Global,823.00,-0.34,23314,821.50,823.90,31.00,3.00
479,Vakrangee,43.90,4.90,656886,43.90,0.00,264278.00,0.00
480,Vardhman Text,1302.30,1.88,6632,1302.30,1315.50,1.00,100.00
481,Varroc Engineer,431.15,-1.17,17890,430.00,430.00,7.00,1.00
482,Varun Beverages,1029.00,0.95,16516,1026.00,1029.00,162.00,31.00
483,Vedanta,277.35,0.73,905015,276.80,277.35,2.00,978.00
484,Venkys,2706.30,2.07,23079,2685.00,2706.30,6.00,70.00
485,Vinati Organics,1779.70,0.87,4815,1779.70,1784.00,15.00,55.00
486,VIP Industries,386.30,1.86,24984,383.50,386.90,50.00,5.00
487,Vodafone Idea,9.34,6.02,141840240,9.34,9.34,4685.00,3635.00
488,Voltas,1111.75,7.48,449764,1111.75,1111.75,42.00,72.00
489,VRL Logistics,259.00,1.15,37623,259.00,259.90,28.00,250.00
490,VST,3338.90,0.66,379,3330.65,3369.00,1.00,6.00
491,WABCO India,6843.85,0.04,112,6850.00,6900.00,1.00,6.00
492,Welspun Corp,148.90,-0.96,128265,148.90,150.00,50.00,75.00
493,Welspun India,94.10,-0.32,409983,94.10,94.10,1.00,11.00
494,Westlife Dev,482.80,-1.40,1640,482.80,496.00,19.00,150.00
495,Whirlpool,2202.20,1.18,6138,2191.50,2220.00,34.00,150.00
496,Wipro,539.00,-0.75,284277,539.00,539.00,23.00,19.00
497,Wockhardt,653.20,0.88,81154,653.20,653.20,75.00,11.00
498,Zee Entertain,219.45,3.12,2031030,219.45,219.45,6.00,160.00
499,Zensar Tech,284.80,0.39,4987,284.05,285.00,1.00,1.00
500,Company,LTP,%Change,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty
