,0,1,2,3,4,5,6,7
95,CG Consumer,398.25,-0.04,78872,0.00,0.00,0.00,0.00
96,Chalet Hotels,172.60,-2.29,48621,0.00,0.00,0.00,0.00
97,Chambal Fert,280.60,-2.74,79729,0.00,0.00,0.00,0.00
98,Chennai Petro,128.90,-1.60,54840,0.00,0.00,0.00,0.00
99,Chola Fin Hold,639.70,-0.36,4186,0.00,0.00,0.00,0.00
100,Chola Invest.,545.50,-0.74,385024,0.00,0.00,0.00,0.00
101,Cipla,946.40,-0.29,102185,0.00,0.00,0.00,0.00
102,City Union Bank,167.15,-2.93,167812,0.00,0.00,0.00,0.00
103,Coal India,147.60,-0.14,741105,0.00,0.00,0.00,0.00
104,Cochin Shipyard,376.85,0.44,16607,0.00,0.00,0.00,0.00
105,COFORGE LTD.,3587.70,1.72,11478,0.00,0.00,0.00,0.00
106,Colgate,1713.45,-0.41,16347,0.00,0.00,0.00,0.00
107,Container Corp,692.40,1.40,214278,0.00,0.00,0.00,0.00
108,Coromandel Int,799.90,-0.93,31657,0.00,0.00,0.00,0.00
109,CreditAccess Gr,631.80,0.25,6762,0.00,0.00,0.00,0.00
110,CRISIL,1948.40,0.53,1126,0.00,0.00,0.00,0.00
111,CSB Bank,304.60,-1.10,40446,0.00,0.00,0.00,0.00
112,Cummins,779.85,-0.66,43931,0.00,0.00,0.00,0.00
113,Cyient,812.00,-1.44,8009,0.00,0.00,0.00,0.00
114,Dabur India,537.50,-0.54,102838,0.00,0.00,0.00,0.00
115,Dalmia Bharat,1820.50,3.30,2766,0.00,0.00,0.00,0.00
116,DB Corp,93.70,-2.70,47897,0.00,0.00,0.00,0.00
117,DCB Bank,101.55,-3.14,128618,0.00,0.00,0.00,0.00
118,DCM Shriram,691.95,0.43,23024,0.00,0.00,0.00,0.00
119,Deepak Fert,286.10,-3.41,124506,0.00,0.00,0.00,0.00
120,Deepak Nitrite,1761.00,-1.34,25229,0.00,0.00,0.00,0.00
121,Delta Corp,169.25,-0.44,221245,0.00,0.00,0.00,0.00
122,Dhanuka Agritec,931.15,-1.14,38777,0.00,0.00,0.00,0.00
123,Dilip Buildcon,541.30,0.97,12122,0.00,0.00,0.00,0.00
124,Dish TV,15.43,4.82,4535091,0.00,0.00,0.00,0.00
125,Dishman Carboge,194.90,-5.04,113017,0.00,0.00,0.00,0.00
126,Divis Labs,4222.85,0.75,20280,0.00,0.00,0.00,0.00
127,Dixon Technolog,4107.70,1.93,52260,0.00,0.00,0.00,0.00
128,DLF,287.35,-0.29,243017,0.00,0.00,0.00,0.00
129,Dr Lal PathLab,2899.90,-2.00,17032,0.00,0.00,0.00,0.00
130,Dr Reddys Labs,5318.15,0.04,54360,0.00,0.00,0.00,0.00
131,eClerx Services,1257.35,0.35,2309,0.00,0.00,0.00,0.00
132,Edelweiss,63.70,-2.52,194098,0.00,0.00,0.00,0.00
133,Eicher Motors,2665.60,-0.41,60724,0.00,0.00,0.00,0.00
134,EID Parry,415.65,-0.38,21526,0.00,0.00,0.00,0.00
135,EIH,109.65,0.14,124111,0.00,0.00,0.00,0.00
136,Emami,507.80,1.32,44599,0.00,0.00,0.00,0.00
137,Endurance Techn,1488.65,-0.79,4126,0.00,0.00,0.00,0.00
138,EngineersInd,83.15,-2.12,166466,0.00,0.00,0.00,0.00
139,EPL,240.45,5.46,66900,0.00,0.00,0.00,0.00
140,Equitas Holding,89.00,-2.88,81910,0.00,0.00,0.00,0.00
141,Eris Life,708.40,-0.38,6122,0.00,0.00,0.00,0.00
142,Esab India,1819.20,-1.03,479,0.00,0.00,0.00,0.00
143,Escorts,1162.40,-0.82,86117,0.00,0.00,0.00,0.00
144,Exide Ind,190.00,-0.71,264920,0.00,0.00,0.00,0.00
145,FDC,335.30,-0.91,17933,0.00,0.00,0.00,0.00
146,Federal Bank,85.75,-1.61,628745,0.00,0.00,0.00,0.00
147,Fine Organics,3046.75,4.96,16241,0.00,0.00,0.00,0.00
148,Finolex Cables,458.80,3.68,94629,0.00,0.00,0.00,0.00
149,Finolex Ind,167.70,-1.32,138345,0.00,0.00,0.00,0.00
150,Firstsource Sol,139.50,-1.79,109221,0.00,0.00,0.00,0.00
151,Force Motors,1184.70,-0.34,5080,0.00,0.00,0.00,0.00
152,Fortis Health,230.05,1.08,141229,0.00,0.00,0.00,0.00
153,Future Consumer,7.20,-4.64,1864715,0.00,0.00,0.00,0.00
154,Future Retail,47.75,0.10,377486,0.00,0.00,0.00,0.00
155,GAIL,160.50,0.38,850468,0.00,0.00,0.00,0.00
156,Galaxy Surfacta,2974.20,1.08,1947,0.00,0.00,0.00,0.00
157,Garden Reach Sh,181.90,1.25,35295,0.00,0.00,0.00,0.00
158,Garware Technic,2838.50,-0.96,2586,0.00,0.00,0.00,0.00
159,Gateway Distri,282.70,-3.99,42240,0.00,0.00,0.00,0.00
160,GE Power India,280.90,-0.88,12465,0.00,0.00,0.00,0.00
161,GE Shipping,424.55,3.25,118319,0.00,0.00,0.00,0.00
162,General Insuran,196.80,-0.25,32320,0.00,0.00,0.00,0.00
163,Gillette India,5605.00,0.15,842,0.00,0.00,0.00,0.00
164,Gland,3081.35,-2.29,13711,0.00,0.00,0.00,0.00
165,GlaxoSmithKline,1494.90,-1.04,1403,0.00,0.00,0.00,0.00
166,Glenmark,594.65,0.35,178986,0.00,0.00,0.00,0.00
167,GMM Pfaudler,4896.70,2.06,17274,0.00,0.00,0.00,0.00
168,GMR Infra,25.85,-0.77,908801,0.00,0.00,0.00,0.00
169,GNFC,368.75,-1.61,32582,0.00,0.00,0.00,0.00
170,Godfrey Phillip,907.35,1.39,3721,0.00,0.00,0.00,0.00
171,Godrej Agrovet,552.15,0.11,40263,0.00,0.00,0.00,0.00
172,Godrej Consumer,848.30,-1.03,67341,0.00,0.00,0.00,0.00
173,Godrej Ind,529.00,0.92,56573,0.00,0.00,0.00,0.00
174,Godrej Prop,1359.60,-0.56,35953,0.00,0.00,0.00,0.00
175,Granules India,316.20,-0.66,76536,0.00,0.00,0.00,0.00
176,Graphite India,747.05,0.19,97944,0.00,0.00,0.00,0.00
177,Grasim,1444.80,-1.55,59616,0.00,0.00,0.00,0.00
178,Greaves Cotton,126.70,0.72,89731,0.00,0.00,0.00,0.00
179,Grindwell Norto,1200.90,-0.66,115911,0.00,0.00,0.00,0.00
180,GSFC,108.15,-4.08,287284,0.00,0.00,0.00,0.00
181,Guj Alkali,397.10,-1.27,27628,0.00,0.00,0.00,0.00
182,Guj Heavy Chem,258.00,-1.03,45300,0.00,0.00,0.00,0.00
183,Guj Mineral,71.85,-1.71,120939,0.00,0.00,0.00,0.00
184,Guj State Petro,279.00,2.95,46495,0.00,0.00,0.00,0.00
185,Gujarat Fluoro,920.80,12.88,107359,0.00,0.00,0.00,0.00
186,Gujarat Gas,540.20,0.72,245422,0.00,0.00,0.00,0.00
187,Gujarat Pipavav,105.95,-1.58,61254,0.00,0.00,0.00,0.00
188,Gulf Oil Lubric,684.40,-1.85,4123,0.00,0.00,0.00,0.00
189,Hathway Cable,24.75,-3.51,377150,0.00,0.00,0.00,0.00
190,Havells India,1030.00,-0.08,61107,0.00,0.00,0.00,0.00
191,Hawkins Cooker,5880.00,-0.64,1756,0.00,0.00,0.00,0.00
192,HCL Tech,950.55,0.57,118615,0.00,0.00,0.00,0.00
193,HDFC,2579.35,1.01,224818,0.00,0.00,0.00,0.00
194,HDFC AMC,2964.00,-0.56,10865,0.00,0.00,0.00,0.00
195,HDFC Bank,1511.45,-0.33,247947,0.00,0.00,0.00,0.00
196,HDFC Life,665.45,-0.14,117293,0.00,0.00,0.00,0.00
197,HEG,2083.50,-0.50,40159,0.00,0.00,0.00,0.00
198,Heidelberg Cem,254.00,1.03,54012,0.00,0.00,0.00,0.00
199,Heritage Foods,351.50,3.66,44950,0.00,0.00,0.00,0.00
200,Hero Motocorp,2983.75,-0.77,28111,0.00,0.00,0.00,0.00
201,HFCL,43.45,-3.87,1617723,0.00,0.00,0.00,0.00
202,Himadri Special,51.75,1.67,1680142,0.00,0.00,0.00,0.00
203,Hind Copper,162.50,-4.50,545925,0.00,0.00,0.00,0.00
204,Hind Zinc,327.45,0.14,81058,0.00,0.00,0.00,0.00
205,Hindalco,394.80,0.15,279105,0.00,0.00,0.00,0.00
206,Hindustan Aeron,1031.00,1.06,25486,0.00,0.00,0.00,0.00
207,Honeywell Autom,41619.20,-2.91,2093,0.00,0.00,0.00,0.00
208,HPCL,281.45,0.59,215823,0.00,0.00,0.00,0.00
209,HUDCO,48.45,-2.02,448467,0.00,0.00,0.00,0.00
210,HUL,2358.45,0.73,77991,0.00,0.00,0.00,0.00
211,ICICI Bank,650.25,-1.80,592966,0.00,0.00,0.00,0.00
212,ICICI Lombard,1466.75,-0.34,9183,0.00,0.00,0.00,0.00
213,ICICI Prudentia,552.30,-0.02,46826,0.00,0.00,0.00,0.00
214,ICICI Securitie,582.60,-3.07,45619,0.00,0.00,0.00,0.00
215,IDBI Bank,37.75,-1.82,723681,0.00,0.00,0.00,0.00
216,IDFC,56.25,-1.14,113517,0.00,0.00,0.00,0.00
217,IDFC First Bank,57.45,-1.79,1176094,0.00,0.00,0.00,0.00
218,IEX,352.80,-1.23,350447,0.00,0.00,0.00,0.00
219,IFB Industries,1068.00,1.16,6030,0.00,0.00,0.00,0.00
220,IFCI,11.97,-2.84,651929,0.00,0.00,0.00,0.00
221,IGL,524.60,-0.72,57808,0.00,0.00,0.00,0.00
222,IIFL Finance,261.65,5.00,68372,0.00,0.00,0.00,0.00
223,India Cements,182.65,0.36,167786,0.00,0.00,0.00,0.00
224,India Tourism D,374.50,-1.92,5928,0.00,0.00,0.00,0.00
225,Indiabulls Hsg,221.60,-1.03,663423,0.00,0.00,0.00,0.00
226,Indiabulls Real,99.00,-2.65,492614,0.00,0.00,0.00,0.00
227,Indiamart Inter,7234.70,-1.67,11776,0.00,0.00,0.00,0.00
228,Indian Bank,136.10,-2.54,100297,0.00,0.00,0.00,0.00
229,Indian Hotels,135.95,-2.40,504281,0.00,0.00,0.00,0.00
230,Indoco Remedies,375.05,-4.52,39259,0.00,0.00,0.00,0.00
231,Indostar Capita,342.00,7.34,31913,0.00,0.00,0.00,0.00
232,INDUS TOWERS,241.85,-0.31,58552,0.00,0.00,0.00,0.00
233,IndusInd Bank,1009.75,-0.37,218856,0.00,0.00,0.00,0.00
234,Info Edge,4426.55,1.84,38769,0.00,0.00,0.00,0.00
235,Infosys,1387.40,-0.45,184134,0.00,0.00,0.00,0.00
236,INOX Leisure,319.40,2.82,23157,0.00,0.00,0.00,0.00
237,Interglobe Avi,1740.00,-1.05,20272,0.00,0.00,0.00,0.00
238,IOB,16.60,-1.48,360531,0.00,0.00,0.00,0.00
239,IOC,109.85,0.55,868142,0.00,0.00,0.00,0.00
240,IOL Chemicals,686.05,-2.11,173398,0.00,0.00,0.00,0.00
241,Ipca Labs,2062.60,-0.41,17628,0.00,0.00,0.00,0.00
242,IRB Infra,115.80,3.16,831492,0.00,0.00,0.00,0.00
243,Ircon Internati,46.80,-1.99,145759,0.00,0.00,0.00,0.00
244,IRCTC,1895.00,-0.35,23224,0.00,0.00,0.00,0.00
245,ITC,215.20,-0.65,1325657,0.00,0.00,0.00,0.00
246,ITI,120.50,-1.99,73416,0.00,0.00,0.00,0.00
247,IWML,1179.00,-0.33,436,0.00,0.00,0.00,0.00
248,J. K. Cement,2838.50,-0.38,894,0.00,0.00,0.00,0.00
249,JagranPrakashan,56.55,-1.22,65615,0.00,0.00,0.00,0.00
250,Jai Corp,115.90,2.61,659265,0.00,0.00,0.00,0.00
251,Jamna Auto,79.95,-4.19,322954,0.00,0.00,0.00,0.00
252,JB Chemicals,1468.95,1.14,14298,0.00,0.00,0.00,0.00
253,Jindal (Hisar),175.80,-2.14,95744,0.00,0.00,0.00,0.00
254,Jindal Saw,107.95,0.00,1019113,0.00,0.00,0.00,0.00
255,Jindal Stainles,91.50,-1.08,60685,0.00,0.00,0.00,0.00
256,Jindal Steel,396.05,-2.75,743005,0.00,0.00,0.00,0.00
257,JK Bank,29.00,1.05,790309,0.00,0.00,0.00,0.00
258,JK Lakshmi Cem,545.05,0.58,61325,0.00,0.00,0.00,0.00
259,JK Paper,150.40,0.07,72141,0.00,0.00,0.00,0.00
260,JK Tyre & Ind,128.30,-1.57,325852,0.00,0.00,0.00,0.00
261,JM Financial,86.00,-2.27,55125,0.00,0.00,0.00,0.00
262,Johnson Control,2224.55,-1.33,3019,0.00,0.00,0.00,0.00
263,JSW Energy,125.70,6.89,1143336,0.00,0.00,0.00,0.00
264,JSW Steel,694.35,-2.28,502752,0.00,0.00,0.00,0.00
265,JTEKT India,111.80,6.73,247978,0.00,0.00,0.00,0.00
266,Jubilant Food,3054.85,-1.79,8366,0.00,0.00,0.00,0.00
267,Just Dial,910.30,-3.55,138375,0.00,0.00,0.00,0.00
268,Jyothy Labs,155.85,0.32,75878,0.00,0.00,0.00,0.00
269,Kajaria Ceramic,967.80,0.23,27591,0.00,0.00,0.00,0.00
270,Kalpataru Power,414.35,-2.08,54272,0.00,0.00,0.00,0.00
271,Kansai Nerolac,576.10,0.65,15205,0.00,0.00,0.00,0.00
272,Karnataka Bank,63.60,-0.70,191260,0.00,0.00,0.00,0.00
273,Kaveri Seed,704.65,-2.00,36875,0.00,0.00,0.00,0.00
274,KEC Intl,402.20,-1.97,8580,0.00,0.00,0.00,0.00
275,KEI Industries,621.80,0.92,19339,0.00,0.00,0.00,0.00
276,KNR Construct,221.70,0.89,40559,0.00,0.00,0.00,0.00
277,Kotak Mahindra,1796.00,-0.65,154923,0.00,0.00,0.00,0.00
278,KPIT Tech,235.30,-3.33,113785,0.00,0.00,0.00,0.00
279,KPR Mill,1545.55,-2.65,3181,0.00,0.00,0.00,0.00
280,KRBL,202.95,-3.47,141154,0.00,0.00,0.00,0.00
281,KSB Pumps,983.60,0.89,1904,0.00,0.00,0.00,0.00
282,L&T Finance,91.80,-2.03,622644,0.00,0.00,0.00,0.00
283,L&T Infotech,3889.00,-1.30,7771,0.00,0.00,0.00,0.00
284,L&T Technology,2691.00,-0.70,3364,0.00,0.00,0.00,0.00
285,La Opala RG,265.25,-2.10,28209,0.00,0.00,0.00,0.00
286,Lakshmi Machine,6566.25,-1.67,3534,0.00,0.00,0.00,0.00
287,Larsen,1474.30,0.60,68518,0.00,0.00,0.00,0.00
288,Laurus Labs,532.45,1.66,139408,0.00,0.00,0.00,0.00
289,Lemon Tree Hote,41.50,-0.72,96198,0.00,0.00,0.00,0.00
290,LIC Housing Fin,477.65,2.46,201587,0.00,0.00,0.00,0.00
291,Linde India,1569.45,-1.67,8502,0.00,0.00,0.00,0.00
292,Lupin,1207.35,-0.96,53300,0.00,0.00,0.00,0.00
293,Lux Industries,3013.50,-2.95,11896,0.00,0.00,0.00,0.00
294,M&M,806.40,-0.19,250966,0.00,0.00,0.00,0.00
295,M&M Financial,159.90,-1.81,530985,0.00,0.00,0.00,0.00
296,Mah Scooters,3742.95,0.23,1051,0.00,0.00,0.00,0.00
297,Mah Seamless,291.70,-1.67,10126,0.00,0.00,0.00,0.00
298,Mahanagar Gas,1182.50,-0.63,23080,0.00,0.00,0.00,0.00
299,Mahindra CIE,196.40,-2.58,111786,0.00,0.00,0.00,0.00
300,Mahindra Holida,252.00,-3.02,31251,0.00,0.00,0.00,0.00
301,Mahindra Life,522.80,-0.65,4194,0.00,0.00,0.00,0.00
302,Mahindra Logist,545.65,-0.20,14224,0.00,0.00,0.00,0.00
303,Manappuram Fin,160.60,-1.35,1056156,0.00,0.00,0.00,0.00
304,Marico,480.50,1.16,54949,0.00,0.00,0.00,0.00
305,Maruti Suzuki,7083.65,-0.05,36183,0.00,0.00,0.00,0.00
306,MAS Financial S,916.60,-1.56,11588,0.00,0.00,0.00,0.00
307,Max Financial,936.75,0.32,13346,0.00,0.00,0.00,0.00
308,MCX India,1560.30,0.63,9598,0.00,0.00,0.00,0.00
309,Metropolis,2498.75,-3.26,12659,0.00,0.00,0.00,0.00
310,Minda Corp,125.95,0.20,311833,0.00,0.00,0.00,0.00
311,Minda Ind,593.20,-1.91,23453,0.00,0.00,0.00,0.00
312,Mindtree,2416.00,0.96,28167,0.00,0.00,0.00,0.00
313,Mishra Dhatu Ni,190.95,-0.37,37929,0.00,0.00,0.00,0.00
314,MMTC Ltd,57.90,-3.18,972227,0.00,0.00,0.00,0.00
315,MOIL,178.60,-1.11,107805,0.00,0.00,0.00,0.00
316,Motherson Sumi,237.40,-1.15,416911,0.00,0.00,0.00,0.00
317,Motilal Oswal,788.50,-2.74,19986,0.00,0.00,0.00,0.00
318,MphasiS,1948.30,0.68,9414,0.00,0.00,0.00,0.00
319,MRF,82851.35,-0.93,717,0.00,0.00,0.00,0.00
320,MRPL,50.15,1.83,434312,0.00,0.00,0.00,0.00
321,Muthoot Finance,1306.25,-0.42,69180,0.00,0.00,0.00,0.00
322,NALCO,72.35,-1.90,1537994,0.00,0.00,0.00,0.00
323,Narayana Hruda,492.35,12.04,449798,0.00,0.00,0.00,0.00
324,Natco Pharma,1045.05,-0.60,28361,0.00,0.00,0.00,0.00
325,Nava Bharat Ven,86.10,-0.29,35104,0.00,0.00,0.00,0.00
326,Navin Fluorine,3196.75,-0.88,13695,0.00,0.00,0.00,0.00
327,Navneet,85.30,0.53,16166,0.00,0.00,0.00,0.00
328,NBCC (India),47.10,-0.95,409157,0.00,0.00,0.00,0.00
329,NCC,78.25,-3.34,504621,0.00,0.00,0.00,0.00
330,NESCO,546.75,0.28,5359,0.00,0.00,0.00,0.00
331,Nestle,17726.00,0.19,1969,0.00,0.00,0.00,0.00
332,Network 18,40.50,-0.25,46335,0.00,0.00,0.00,0.00
333,New India Assur,162.45,-0.46,37771,0.00,0.00,0.00,0.00
334,NHPC,25.75,-0.96,207874,0.00,0.00,0.00,0.00
335,Nilkamal,2207.30,-0.70,1048,0.00,0.00,0.00,0.00
336,Nippon,367.45,-0.78,65922,0.00,0.00,0.00,0.00
337,NLC India,60.15,0.00,961203,0.00,0.00,0.00,0.00
338,NMDC,181.50,-0.36,350967,0.00,0.00,0.00,0.00
339,NOCIL,202.00,-2.18,94981,0.00,0.00,0.00,0.00
340,NTPC,110.10,-0.36,319861,0.00,0.00,0.00,0.00
341,Oberoi Realty,600.25,-0.89,67575,0.00,0.00,0.00,0.00
342,Oil India,136.50,3.06,142031,0.00,0.00,0.00,0.00
343,Omaxe,80.05,1.27,7789,0.00,0.00,0.00,0.00
344,ONGC,117.65,3.52,3603359,0.00,0.00,0.00,0.00
345,Oracle Fin Serv,3513.45,1.09,6018,0.00,0.00,0.00,0.00
346,Orient Cement,133.80,-3.39,98806,0.00,0.00,0.00,0.00
347,Orient Electric,300.80,-1.09,19827,0.00,0.00,0.00,0.00
348,Orient Refract,307.45,-1.79,8135,0.00,0.00,0.00,0.00
349,P and G,13000.00,-1.00,316,0.00,0.00,0.00,0.00
350,Page Industries,31009.60,1.20,950,0.00,0.00,0.00,0.00
351,Persistent,2517.05,-1.10,9793,0.00,0.00,0.00,0.00
352,Petronet LNG,241.05,-0.29,242131,0.00,0.00,0.00,0.00
353,Pfizer,5124.00,-0.20,1595,0.00,0.00,0.00,0.00
354,Phillips Carbon,211.55,-3.00,349291,0.00,0.00,0.00,0.00
355,Phoenix Mills,787.35,-0.40,2975,0.00,0.00,0.00,0.00
356,PI Industries,2613.90,-0.17,11195,0.00,0.00,0.00,0.00
357,Pidilite Ind,2067.00,-1.06,15898,0.00,0.00,0.00,0.00
358,Piramal Enter,1796.75,-1.02,34129,0.00,0.00,0.00,0.00
359,PNB,41.65,-1.77,8512692,0.00,0.00,0.00,0.00
360,PNB Housing Fin,630.20,19.99,28989,0.00,0.00,0.00,0.00
361,PNC Infratech,250.95,-2.85,18594,0.00,0.00,0.00,0.00
362,Poly Medicure,1019.65,0.17,3729,0.00,0.00,0.00,0.00
363,Polycab,1680.00,0.34,16126,0.00,0.00,0.00,0.00
364,Power Finance,119.15,-0.96,198305,0.00,0.00,0.00,0.00
365,Power Grid Corp,224.40,-0.49,203104,0.00,0.00,0.00,0.00
366,Prestige Estate,272.75,-0.09,50760,0.00,0.00,0.00,0.00
367,Prism Johnson,124.35,-2.97,58475,0.00,0.00,0.00,0.00
368,Procter&Gamble,5851.90,-1.19,580,0.00,0.00,0.00,0.00
369,PTC India,87.75,-0.79,29690,0.00,0.00,0.00,0.00
370,PVR,1310.05,0.06,72255,0.00,0.00,0.00,0.00
371,Quess Corp,690.55,0.24,13595,0.00,0.00,0.00,0.00
372,Radico Khaitan,616.70,0.99,157329,0.00,0.00,0.00,0.00
