,0,1,2,3,4,5,6,7
365,Poly Medicure,1014.80,0.49,5484,1013.75,1014.85,6.00,14.00
366,Polycab,1693.00,0.82,11628,1692.60,1693.00,24.00,34.00
367,Power Finance,122.65,1.57,584706,122.65,122.70,562.00,1222.00
368,Power Grid Corp,227.80,0.68,365979,227.85,227.90,690.00,342.00
369,Praj Industries,360.10,-1.42,408067,359.80,359.85,41.00,10.00
370,Prestige Estate,293.90,2.52,144217,294.45,294.90,39.00,24.00
371,Prism Johnson,137.75,0.62,19435,137.50,137.75,65.00,835.00
372,Procter&Gamble,5832.30,-0.10,457,5832.00,5835.00,36.00,25.00
373,PTC India,92.25,0.16,56748,92.00,92.15,6843.00,500.00
374,PVR,1350.60,-0.29,85668,1350.15,1350.70,98.00,2.00
375,Quess Corp,705.45,-1.19,99712,707.50,708.00,17.00,2.00
376,Radico Khaitan,652.00,1.15,80920,652.00,652.75,96.00,5.00
377,Rail Vikas,29.80,0.00,144540,29.75,29.80,35623.00,33457.00
378,Rain Industries,181.70,0.33,176960,181.50,181.65,1468.00,261.00
379,Rajesh Exports,533.25,1.75,29156,533.35,533.80,68.00,4.00
380,Rallis India,323.20,1.35,153847,323.20,323.40,160.00,858.00
381,Ramco Cements,987.35,0.22,114613,987.35,988.00,23.00,22.00
382,Rashtriya Chem,82.70,0.49,201917,82.65,82.70,1835.00,2088.00
383,Ratnamani Metal,2027.75,1.21,15126,2028.00,2030.00,15.00,730.00
384,Raymond,393.00,-0.71,103774,392.90,393.00,10.00,20.00
385,RBL Bank,219.40,0.16,633871,219.15,219.25,376.00,287.00
386,REC,150.55,1.69,581042,150.60,150.70,1423.00,720.00
387,Redington,242.50,0.58,89209,242.30,242.40,437.00,395.00
388,Relaxo Footwear,1079.70,-0.10,12087,1078.70,1079.90,49.00,31.00
389,Reliance,2200.00,-0.44,841839,2199.90,2200.00,4.00,547.00
390,Repco Home,373.50,-0.16,15509,373.10,373.45,105.00,20.00
391,RITES,249.30,0.52,17934,249.00,249.30,91.00,7.00
392,Sadbhav Engg,69.95,0.50,63157,70.00,70.10,10.00,561.00
393,SAIL,122.25,-0.08,2328091,122.20,122.25,50.00,5601.00
394,Sanofi India,7751.05,-0.18,126,7751.00,7759.95,12.00,1.00
395,SBI,439.40,-0.10,2844235,439.10,439.20,274.00,4475.00
396,SBI Life Insura,992.55,0.52,142998,991.80,992.00,6.00,197.00
397,Schaeffler Ind,5208.25,-0.13,34,5210.10,5215.15,1.00,1.00
398,Schneider Infra,124.85,1.34,38998,124.80,124.85,100.00,38.00
399,Sequent Scienti,265.35,0.53,34273,265.00,265.30,81.00,50.00
400,Sheela Foam,2049.75,0.67,925,2050.15,2052.70,2.00,7.00
401,Shipping Corp,116.50,0.65,250096,116.30,116.40,446.00,319.00
402,Shoppers Stop,242.50,1.46,93629,242.50,242.70,101.00,303.00
403,Shree Cements,28395.00,0.17,3468,28385.00,28395.00,1.00,26.00
404,Shree Renuka,16.35,4.81,686866,16.35,0.00,21093611.00,0.00
405,Shriram City,1668.35,0.26,1847,1668.35,1670.00,5.00,31.00
406,Shriram Trans,1422.75,0.35,82193,1422.05,1422.65,57.00,22.00
407,Siemens,2155.80,0.44,179114,2150.05,2151.70,41.00,79.00
408,SIS,431.90,-2.56,57950,431.85,431.90,65.00,10.00
409,SJVN,27.60,0.18,133543,27.55,27.60,3070.00,26903.00
410,SKF India,2426.15,0.74,924,2433.65,2435.85,9.00,15.00
411,Sobha,514.95,0.06,27054,513.80,514.55,4.00,34.00
412,Solar Ind,1587.35,0.58,9723,1584.15,1586.70,3.00,2.00
413,Sonata,717.20,4.90,89835,714.05,714.75,267.00,52.00
414,South Ind Bk,10.30,-0.49,590320,10.25,10.30,358101.00,604889.00
415,Spandana Sphoor,725.00,5.75,669251,724.00,724.45,1.00,64.00
416,SpiceJet,78.45,0.64,381770,78.30,78.40,1372.00,899.00
417,SRF,6598.40,0.14,6326,6595.80,6600.00,31.00,1.00
418,Star Cement,109.65,0.18,11879,109.55,109.60,2000.00,340.00
419,Sterling & Wils,240.00,0.46,105222,241.50,241.95,1957.00,24.00
420,Sterlite Techno,259.30,1.93,164502,259.30,259.40,157.00,147.00
421,Strides Pharma,787.90,0.57,126633,787.15,787.95,64.00,4.00
422,Sudarshan Chem,696.65,0.84,48064,694.20,694.95,47.00,77.00
423,SUMITOMO,359.30,-1.64,157603,358.90,359.20,3.00,8.00
424,Sun Pharma,673.35,-0.30,363404,673.50,673.70,648.00,29.00
425,Sun Pharma Adv,226.65,-0.22,46997,226.55,226.65,968.00,1053.00
426,Sun TV Network,526.60,0.09,177644,526.50,526.55,25.00,4.00
427,Sundaram Fin,2570.45,1.97,6312,2571.80,2576.65,4.00,100.00
428,Sundram,818.30,4.03,48094,818.50,819.15,6.00,10.00
429,Sunteck Realty,304.90,1.50,69591,304.45,304.90,32.00,165.00
430,Suprajit Eng,284.15,0.42,15892,283.95,284.35,193.00,2.00
431,Supreme Ind,2266.60,0.06,4785,2269.00,2270.00,51.00,2.00
432,Suzlon Energy,7.35,4.26,25066537,7.30,7.35,1778508.00,632663.00
433,Swan Energy,135.55,-0.59,1093,135.55,135.70,5.00,24.00
434,Symphony,1079.00,0.52,5396,1078.50,1079.00,40.00,103.00
435,Syngene Intl,591.25,0.39,12804,591.25,591.40,26.00,1.00
436,Take Solutions,66.75,1.21,146872,66.85,66.90,48.00,148.00
437,Tasty Bite,15602.15,-0.23,91,15603.05,15642.75,2.00,1.00
438,Tata Comm,1131.00,0.92,17370,1132.00,1133.15,31.00,20.00
439,TATA Cons. Prod,677.00,-0.38,135577,677.00,677.40,378.00,149.00
440,Tata Elxsi,3579.85,0.32,8018,3577.00,3580.20,32.00,47.00
441,Tata Inv Corp,1104.00,1.38,9562,1102.00,1102.95,11.00,25.00
442,Tata Motors,328.65,0.92,5225627,328.65,328.75,1657.00,3777.00
443,Tata Power,108.40,-0.18,1726211,108.40,108.45,9993.00,2078.00
444,Tata Steel,1115.15,-0.59,1084052,1115.10,1115.40,102.00,2024.00
445,Tata Steel BSL,95.40,0.16,304808,95.30,95.40,2651.00,8722.00
446,TCI Express,1478.60,-0.49,16533,1477.15,1479.45,1.00,8.00
447,TCNS Clothing C,553.00,2.31,2648,551.25,551.95,5.00,1.00
448,TCS,3146.95,0.18,273762,3146.25,3146.95,242.00,529.00
449,TeamLease Ser.,3458.20,0.23,405,3459.00,3462.90,1.00,15.00
450,Tech Mahindra,1020.05,0.56,235128,1020.05,1020.20,19.00,5.00
451,Thermax,1515.00,0.70,9587,1515.75,1517.55,4.00,19.00
452,Thyrocare Techn,1043.00,-0.10,14187,1043.10,1044.00,32.00,425.00
453,Time Techno,86.80,0.64,51254,86.70,86.85,131.00,89.00
454,Timken,1329.00,0.46,832,1327.55,1328.90,2.00,2.00
455,Titan Company,1683.00,-0.48,807256,1682.90,1683.15,20.00,87.00
456,TML-D,150.40,0.94,257353,150.30,150.35,18.00,639.00
457,Torrent Pharma,2782.00,0.17,18565,2778.80,2780.00,1.00,38.00
458,Torrent Power,437.95,-0.25,34950,437.95,438.25,449.00,133.00
459,Trent,857.95,0.37,34425,857.45,857.95,24.00,98.00
460,Trident,16.00,-0.93,656759,15.95,16.00,36541.00,35665.00
461,TTK Prestige,8922.75,0.98,1377,8910.15,8933.90,2.00,3.00
462,Tube Investment,1197.20,0.26,3451,1197.20,1197.25,30.00,11.00
463,TV TodayNetwork,315.00,0.25,14804,314.90,315.25,40.00,100.00
464,TV18 Broadcast,41.75,-0.12,702480,41.70,41.75,58672.00,18756.00
465,TVS Motor,627.55,0.35,231805,626.75,627.20,167.00,50.00
466,UCO Bank,13.40,0.00,774565,13.40,13.45,239389.00,48112.00
467,Uflex,442.80,0.57,5749,442.60,442.80,13.00,10.00
468,Ujjivan Financi,218.40,1.30,33989,218.30,218.50,70.00,609.00
469,Ujjivan Small,30.35,0.66,262619,30.35,30.40,7338.00,1002.00
470,UltraTechCement,6665.45,0.38,22523,6666.65,6667.00,9.00,2.00
471,Union Bank,35.60,0.56,1354480,35.55,35.60,6300.00,41856.00
472,United Brewerie,1267.45,0.17,25978,1269.10,1270.00,163.00,105.00
473,United Spirits,613.00,-0.21,51958,612.90,613.35,180.00,50.00
474,UPL,838.10,-0.27,808918,837.95,838.00,636.00,617.00
475,V-Guard Ind,260.35,0.35,123826,260.30,260.60,399.00,163.00
476,V-Mart Retail,2777.00,-0.05,593,2774.20,2779.40,16.00,1.00
477,Vaibhav Global,825.55,0.98,21017,830.05,831.65,28.00,43.00
478,Vakrangee,44.40,1.14,766734,44.35,44.40,1518.00,8873.00
479,Vardhman Text,1315.75,1.18,4221,1316.35,1317.90,2.00,9.00
480,Varroc Engineer,441.00,2.51,33622,440.10,440.70,40.00,6.00
481,Varun Beverages,1035.95,0.98,50547,1038.00,1038.70,82.00,6.00
482,Vedanta,275.25,-0.76,872078,275.25,275.35,58.00,437.00
483,Venkys,2720.95,0.75,15251,2723.20,2724.25,9.00,99.00
484,Vesuvius India,1102.60,0.67,934,1097.45,1101.35,2.00,4.00
485,Vinati Organics,1782.00,0.03,3459,1782.50,1784.40,2.00,1.00
486,VIP Industries,388.35,0.35,20904,388.50,388.75,50.00,27.00
487,Vodafone Idea,9.45,0.53,35428593,9.40,9.45,2639314.00,1487450.00
488,Voltas,1114.40,0.23,416025,1113.40,1114.15,106.00,44.00
489,VRL Logistics,258.20,-0.71,6692,258.15,258.55,86.00,45.00
490,VST,3323.00,-0.30,607,3317.05,3324.10,6.00,5.00
491,WABCO India,6844.65,-0.14,47,6840.05,6847.60,1.00,1.00
492,Welspun Corp,149.50,0.37,73804,149.40,149.45,85.00,53.00
493,Welspun India,94.20,0.05,164098,94.15,94.25,34.00,126.00
494,Westlife Dev,482.45,-0.01,5984,482.35,482.80,22.00,12.00
495,Whirlpool,2220.00,1.27,8802,2221.60,2225.30,2.00,2.00
496,Wipro,543.70,0.81,569463,543.40,543.55,527.00,652.00
497,Wockhardt,656.95,0.38,134802,656.95,657.00,300.00,1283.00
498,Zee Entertain,217.40,-1.05,2260619,217.25,217.35,1375.00,782.00
499,Zensar Tech,287.00,0.56,11949,286.70,287.15,37.00,258.00
500,Company,LTP,%Change,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty
